Year,Series,REF_AREA,Units,Value
2010,SH_TRP_INTVN,524,NUMBER,26834231
2011,SH_TRP_INTVN,524,NUMBER,26975315
2012,SH_TRP_INTVN,524,NUMBER,20852506
2013,SH_TRP_INTVN,524,NUMBER,23979335
2014,SH_TRP_INTVN,524,NUMBER,21348508
2015,SH_TRP_INTVN,524,NUMBER,18850311
2016,SH_TRP_INTVN,524,NUMBER,17552881
2017,SH_TRP_INTVN,524,NUMBER,16062081
2018,SH_TRP_INTVN,524,NUMBER,14520580
