Year,Series,PRODUCT,Units,Value
2005,EN_MAT_DOMCMPT,MF11,T,16573955.0
2006,EN_MAT_DOMCMPT,MF11,T,16878033.0
2007,EN_MAT_DOMCMPT,MF11,T,16999687.0
2008,EN_MAT_DOMCMPT,MF11,T,17919693.0
2009,EN_MAT_DOMCMPT,MF11,T,18487568.0
2010,EN_MAT_DOMCMPT,MF11,T,19189984.0
2011,EN_MAT_DOMCMPT,MF11,T,20837849.0
2012,EN_MAT_DOMCMPT,MF11,T,22817306.0
2013,EN_MAT_DOMCMPT,MF11,T,21939967.0
2014,EN_MAT_DOMCMPT,MF11,T,23283094.0
2015,EN_MAT_DOMCMPT,MF11,T,23937940.0
2016,EN_MAT_DOMCMPT,MF11,T,24592786.0
2017,EN_MAT_DOMCMPT,MF11,T,25247632.0
2000,EN_MAT_DOMCMPT,MF121,T,15783743.0
2001,EN_MAT_DOMCMPT,MF121,T,16135844.0
2002,EN_MAT_DOMCMPT,MF121,T,16501975.0
2003,EN_MAT_DOMCMPT,MF121,T,16891631.0
2004,EN_MAT_DOMCMPT,MF121,T,17546791.0
2005,EN_MAT_DOMCMPT,MF121,T,17981600.0
2006,EN_MAT_DOMCMPT,MF121,T,18079873.0
2007,EN_MAT_DOMCMPT,MF121,T,17856592.0
2008,EN_MAT_DOMCMPT,MF121,T,18988171.0
2009,EN_MAT_DOMCMPT,MF121,T,19314126.0
2010,EN_MAT_DOMCMPT,MF121,T,19054109.0
2011,EN_MAT_DOMCMPT,MF121,T,20812705.0
2012,EN_MAT_DOMCMPT,MF121,T,22325670.0
2013,EN_MAT_DOMCMPT,MF121,T,20867026.0
2014,EN_MAT_DOMCMPT,MF121,T,22777272.0
2015,EN_MAT_DOMCMPT,MF121,T,23242415.0
2016,EN_MAT_DOMCMPT,MF121,T,23707557.0
2017,EN_MAT_DOMCMPT,MF121,T,24172700.0
2000,EN_MAT_DOMCMPT,MF122,T,18739611.0
2001,EN_MAT_DOMCMPT,MF122,T,18969080.0
2002,EN_MAT_DOMCMPT,MF122,T,19330811.0
2003,EN_MAT_DOMCMPT,MF122,T,19653887.0
2004,EN_MAT_DOMCMPT,MF122,T,19797029.0
2005,EN_MAT_DOMCMPT,MF122,T,20233496.0
2006,EN_MAT_DOMCMPT,MF122,T,20240803.0
2007,EN_MAT_DOMCMPT,MF122,T,21000593.0
2008,EN_MAT_DOMCMPT,MF122,T,21351757.0
2009,EN_MAT_DOMCMPT,MF122,T,22387723.0
2010,EN_MAT_DOMCMPT,MF122,T,22653791.0
2011,EN_MAT_DOMCMPT,MF122,T,22819644.0
2012,EN_MAT_DOMCMPT,MF122,T,23984160.0
2013,EN_MAT_DOMCMPT,MF122,T,24468586.0
2014,EN_MAT_DOMCMPT,MF122,T,24559381.0
2015,EN_MAT_DOMCMPT,MF122,T,25001006.0
2016,EN_MAT_DOMCMPT,MF122,T,25442630.0
2017,EN_MAT_DOMCMPT,MF122,T,25884255.0
2000,EN_MAT_DOMCMPT,MF13,T,9530980.0
2001,EN_MAT_DOMCMPT,MF13,T,9520762.0
2002,EN_MAT_DOMCMPT,MF13,T,9506851.0
2003,EN_MAT_DOMCMPT,MF13,T,9528734.0
2004,EN_MAT_DOMCMPT,MF13,T,9506458.0
2005,EN_MAT_DOMCMPT,MF13,T,9497818.0
2006,EN_MAT_DOMCMPT,MF13,T,9469882.0
2007,EN_MAT_DOMCMPT,MF13,T,9459152.0
2008,EN_MAT_DOMCMPT,MF13,T,9447138.0
2009,EN_MAT_DOMCMPT,MF13,T,9450200.0
2010,EN_MAT_DOMCMPT,MF13,T,9505514.0
2011,EN_MAT_DOMCMPT,MF13,T,9505842.0
2012,EN_MAT_DOMCMPT,MF13,T,9345940.0
2013,EN_MAT_DOMCMPT,MF13,T,9320421.0
2014,EN_MAT_DOMCMPT,MF13,T,9438441.0
2015,EN_MAT_DOMCMPT,MF13,T,9434845.0
2016,EN_MAT_DOMCMPT,MF13,T,9425527.0
2017,EN_MAT_DOMCMPT,MF13,T,9416208.0
2000,EN_MAT_DOMCMPT,MF14,T,16871.0
2001,EN_MAT_DOMCMPT,MF14,T,16852.0
2002,EN_MAT_DOMCMPT,MF14,T,18040.0
2003,EN_MAT_DOMCMPT,MF14,T,19454.0
2004,EN_MAT_DOMCMPT,MF14,T,20216.0
2005,EN_MAT_DOMCMPT,MF14,T,20271.0
2006,EN_MAT_DOMCMPT,MF14,T,20730.0
2007,EN_MAT_DOMCMPT,MF14,T,21124.0
2008,EN_MAT_DOMCMPT,MF14,T,23889.0
2009,EN_MAT_DOMCMPT,MF14,T,27463.0
2010,EN_MAT_DOMCMPT,MF14,T,26650.0
2011,EN_MAT_DOMCMPT,MF14,T,33949.0
2012,EN_MAT_DOMCMPT,MF14,T,34215.0
2013,EN_MAT_DOMCMPT,MF14,T,31615.0
2014,EN_MAT_DOMCMPT,MF14,T,31615.0
2015,EN_MAT_DOMCMPT,MF14,T,32929.0
2016,EN_MAT_DOMCMPT,MF14,T,34244.0
2017,EN_MAT_DOMCMPT,MF14,T,35558.0
2003,EN_MAT_DOMCMPT,MF2,T,500878.0
2009,EN_MAT_DOMCMPT,MF2,T,240486.0
2010,EN_MAT_DOMCMPT,MF2,T,800746.0
2011,EN_MAT_DOMCMPT,MF2,T,700751.0
2012,EN_MAT_DOMCMPT,MF2,T,791300.0
2013,EN_MAT_DOMCMPT,MF2,T,1366119.0
2014,EN_MAT_DOMCMPT,MF2,T,1165373.0
2015,EN_MAT_DOMCMPT,MF2,T,1241154.0
2016,EN_MAT_DOMCMPT,MF2,T,1316935.0
2017,EN_MAT_DOMCMPT,MF2,T,1392715.0
2003,EN_MAT_DOMCMPT,MF21,T,472891.0
2009,EN_MAT_DOMCMPT,MF21,T,229683.0
2010,EN_MAT_DOMCMPT,MF21,T,774644.0
2011,EN_MAT_DOMCMPT,MF21,T,656149.0
2012,EN_MAT_DOMCMPT,MF21,T,735995.0
2013,EN_MAT_DOMCMPT,MF21,T,1312000.0
2014,EN_MAT_DOMCMPT,MF21,T,1120783.0
2015,EN_MAT_DOMCMPT,MF21,T,1193870.0
2016,EN_MAT_DOMCMPT,MF21,T,1266957.0
2017,EN_MAT_DOMCMPT,MF21,T,1340045.0
2003,EN_MAT_DOMCMPT,MF22,T,27987.0
2009,EN_MAT_DOMCMPT,MF22,T,10803.0
2010,EN_MAT_DOMCMPT,MF22,T,26102.0
2011,EN_MAT_DOMCMPT,MF22,T,44603.0
2012,EN_MAT_DOMCMPT,MF22,T,55305.0
2013,EN_MAT_DOMCMPT,MF22,T,54119.0
2014,EN_MAT_DOMCMPT,MF22,T,44590.0
2015,EN_MAT_DOMCMPT,MF22,T,47284.0
2016,EN_MAT_DOMCMPT,MF22,T,49977.0
2017,EN_MAT_DOMCMPT,MF22,T,52671.0
2000,EN_MAT_DOMCMPT,MF3,T,2646872.0
2001,EN_MAT_DOMCMPT,MF3,T,8069860.0
2002,EN_MAT_DOMCMPT,MF3,T,13754754.0
2003,EN_MAT_DOMCMPT,MF3,T,21756559.0
2004,EN_MAT_DOMCMPT,MF3,T,18994904.0
2005,EN_MAT_DOMCMPT,MF3,T,19017010.0
2006,EN_MAT_DOMCMPT,MF3,T,19045676.0
2007,EN_MAT_DOMCMPT,MF3,T,18032476.0
2008,EN_MAT_DOMCMPT,MF3,T,18254410.0
2009,EN_MAT_DOMCMPT,MF3,T,18685567.0
2010,EN_MAT_DOMCMPT,MF3,T,20093775.0
2011,EN_MAT_DOMCMPT,MF3,T,18465488.0
2012,EN_MAT_DOMCMPT,MF3,T,19303992.0
2013,EN_MAT_DOMCMPT,MF3,T,20805197.0
2014,EN_MAT_DOMCMPT,MF3,T,22010887.0
2015,EN_MAT_DOMCMPT,MF3,T,23398755.0
2016,EN_MAT_DOMCMPT,MF3,T,24786623.0
2017,EN_MAT_DOMCMPT,MF3,T,26174491.0
2000,EN_MAT_DOMCMPT,MF4,T,1125000.0
2001,EN_MAT_DOMCMPT,MF4,T,1196000.0
2002,EN_MAT_DOMCMPT,MF4,T,922000.0
2003,EN_MAT_DOMCMPT,MF4,T,1004000.0
2004,EN_MAT_DOMCMPT,MF4,T,942000.0
2005,EN_MAT_DOMCMPT,MF4,T,1123000.0
2006,EN_MAT_DOMCMPT,MF4,T,897000.0
2007,EN_MAT_DOMCMPT,MF4,T,925000.0
2008,EN_MAT_DOMCMPT,MF4,T,1053000.0
2009,EN_MAT_DOMCMPT,MF4,T,1189000.0
2010,EN_MAT_DOMCMPT,MF4,T,1461000.0
2011,EN_MAT_DOMCMPT,MF4,T,1594000.0
2012,EN_MAT_DOMCMPT,MF4,T,1798000.0
2013,EN_MAT_DOMCMPT,MF4,T,1726000.0
2014,EN_MAT_DOMCMPT,MF4,T,2131000.0
2015,EN_MAT_DOMCMPT,MF4,T,1909068.0
2016,EN_MAT_DOMCMPT,MF4,T,1978864.0
2017,EN_MAT_DOMCMPT,MF4,T,2048661.0
2000,EN_MAT_DOMCMPT,MF41,T,430000.0
2001,EN_MAT_DOMCMPT,MF41,T,492000.0
2002,EN_MAT_DOMCMPT,MF41,T,228000.0
2003,EN_MAT_DOMCMPT,MF41,T,290000.0
2004,EN_MAT_DOMCMPT,MF41,T,257000.0
2005,EN_MAT_DOMCMPT,MF41,T,413000.0
2006,EN_MAT_DOMCMPT,MF41,T,259000.0
2007,EN_MAT_DOMCMPT,MF41,T,328000.0
2008,EN_MAT_DOMCMPT,MF41,T,309000.0
2009,EN_MAT_DOMCMPT,MF41,T,312000.0
2010,EN_MAT_DOMCMPT,MF41,T,505000.0
2011,EN_MAT_DOMCMPT,MF41,T,600000.0
2012,EN_MAT_DOMCMPT,MF41,T,720000.0
2013,EN_MAT_DOMCMPT,MF41,T,556000.0
2014,EN_MAT_DOMCMPT,MF41,T,806000.0
2015,EN_MAT_DOMCMPT,MF41,T,543000.0
2016,EN_MAT_DOMCMPT,MF41,T,571729.0
2017,EN_MAT_DOMCMPT,MF41,T,600457.0
2000,EN_MAT_DOMCMPT,MF421,T,695000.0
2001,EN_MAT_DOMCMPT,MF421,T,704000.0
2002,EN_MAT_DOMCMPT,MF421,T,694000.0
2003,EN_MAT_DOMCMPT,MF421,T,714000.0
2004,EN_MAT_DOMCMPT,MF421,T,685000.0
2005,EN_MAT_DOMCMPT,MF421,T,710000.0
2006,EN_MAT_DOMCMPT,MF421,T,638000.0
2007,EN_MAT_DOMCMPT,MF421,T,597000.0
2008,EN_MAT_DOMCMPT,MF421,T,744000.0
2009,EN_MAT_DOMCMPT,MF421,T,877000.0
2010,EN_MAT_DOMCMPT,MF421,T,956000.0
2011,EN_MAT_DOMCMPT,MF421,T,994000.0
2012,EN_MAT_DOMCMPT,MF421,T,1078000.0
2013,EN_MAT_DOMCMPT,MF421,T,1170000.0
2014,EN_MAT_DOMCMPT,MF421,T,1325000.0
2015,EN_MAT_DOMCMPT,MF421,T,1366068.0
2016,EN_MAT_DOMCMPT,MF421,T,1407136.0
2017,EN_MAT_DOMCMPT,MF421,T,1448204.0
