Year,Series,REF_AREA,SEX,Units,Value
2011,SI_AGR_LSFP,,,CON_USD,3706.12
2011,SI_AGR_LSFP,,F,CON_USD,2507.5
2011,SI_AGR_LSFP,,M,CON_USD,3940.35
2011,SI_AGR_SSFP,,,CON_USD,1279.66763
2011,SI_AGR_SSFP,,F,CON_USD,1010.56552
2011,SI_AGR_SSFP,,M,CON_USD,1421.1951
