Year,Series,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,OCCUPATION,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,DISABILITY_STATUS,ACTIVITY,PRODUCT,Units,Value
2001,NV_IND_SSIS,,None,None,None,None,None,None,None,None,None,None,None,PT,5.44
2006,NV_IND_SSIS,,None,None,None,None,None,None,None,None,None,None,None,PT,7.41
2011,NV_IND_SSIS,,None,None,None,None,None,None,None,None,None,None,None,PT,9.51
