Year,Series,REF_AREA,SEX,AGE,Units,Value
2000,SP_DYN_ADKL,,F,Y15T19,PER_1000_POP,71.0
2003,SP_DYN_ADKL,,F,Y15T19,PER_1000_POP,106.0
2004,SP_DYN_ADKL,,F,Y15T19,PER_1000_POP,98.0
2008,SP_DYN_ADKL,,F,Y15T19,PER_1000_POP,87.0
2009,SP_DYN_ADKL,,F,Y15T19,PER_1000_POP,81.0
2010,SP_DYN_ADKL,,F,Y15T19,PER_1000_POP,90.0
2012,SP_DYN_ADKL,,F,Y15T19,PER_1000_POP,71.5
2013,SP_DYN_ADKL,,F,Y15T19,PER_1000_POP,71.0
2015,SP_DYN_ADKL,,F,Y15T19,PER_1000_POP,88.2
2018,SP_DYN_ADKL,,F,Y15T19,PER_1000_POP,63.0
