Year,Series,REF_AREA,COMPOSITE_BREAKDOWN,Units,Value
2019,SG_CPA_MIGRS,524,,NUMBER,2
2019,SG_CPA_MIGRS,524,PD_1,NUMBER,3
2019,SG_CPA_MIGRS,524,PD_2,NUMBER,2
2019,SG_CPA_MIGRS,524,PD_3,NUMBER,2
2019,SG_CPA_MIGRS,524,PD_4,NUMBER,3
2019,SG_CPA_MIGRS,524,PD_5,NUMBER,4
2019,SG_CPA_MIGRS,524,PD_6,NUMBER,3
