Year,Series,REF_AREA,SEX,AGE,Units,Value
2001,SH_FPL_MTMM,,F,Y15T49,PT,52.8
2006,SH_FPL_MTMM,,F,Y15T49,PT,60.9
2011,SH_FPL_MTMM,,F,Y15T49,PT,56.2
2014,SH_FPL_MTMM,,F,Y15T49,PT,63.1
2017,SH_FPL_MTMM,,F,Y15T49,PT,56.0
2019,SH_FPL_MTMM,,F,Y15T49,PT,61.9
