Year,Value,SERIES,UNIT_MEASURE
2005,205.647167,EN_WBE_PMNR,KM2
2006,204.661693,EN_WBE_PMNR,KM2
2007,203.564077,EN_WBE_PMNR,KM2
2008,203.741627,EN_WBE_PMNR,KM2
2009,202.340751,EN_WBE_PMNR,KM2
2010,201.752496,EN_WBE_PMNR,KM2
2011,199.81138,EN_WBE_PMNR,KM2
2012,199.649988,EN_WBE_PMNR,KM2
2013,197.033181,EN_WBE_PMNR,KM2
2014,198.542916,EN_WBE_PMNR,KM2
2015,201.006427,EN_WBE_PMNR,KM2
2016,201.52101,EN_WBE_PMNR,KM2
2017,198.982493,EN_WBE_PMNR,KM2
2018,200.927247,EN_WBE_PMNR,KM2
2005,213.025076,EN_WBE_PMPN,KM2
2006,211.137495,EN_WBE_PMPN,KM2
2007,209.439048,EN_WBE_PMPN,KM2
2008,207.96813,EN_WBE_PMPN,KM2
2009,205.343804,EN_WBE_PMPN,KM2
2010,204.540808,EN_WBE_PMPN,KM2
2011,202.411365,EN_WBE_PMPN,KM2
2012,202.060501,EN_WBE_PMPN,KM2
2013,199.447651,EN_WBE_PMPN,KM2
2014,200.507416,EN_WBE_PMPN,KM2
2015,202.998515,EN_WBE_PMPN,KM2
2016,203.163544,EN_WBE_PMPN,KM2
2017,200.214498,EN_WBE_PMPN,KM2
2018,201.538455,EN_WBE_PMPN,KM2
2005,0.148604866410882,EN_WBE_PMPP,PT
2006,0.147288102546215,EN_WBE_PMPP,PT
2007,0.146103277293338,EN_WBE_PMPP,PT
2008,0.145077174747122,EN_WBE_PMPP,PT
2009,0.14324646250436,EN_WBE_PMPP,PT
2010,0.14268629787234,EN_WBE_PMPP,PT
2011,0.141200812696198,EN_WBE_PMPP,PT
2012,0.140956052319497,EN_WBE_PMPP,PT
2013,0.139133345657481,EN_WBE_PMPP,PT
2014,0.139872630624346,EN_WBE_PMPP,PT
2015,0.141610404604115,EN_WBE_PMPP,PT
2016,0.141725527729333,EN_WBE_PMPP,PT
2017,0.139668292989187,EN_WBE_PMPP,PT
2018,0.140591876525985,EN_WBE_PMPP,PT
2005,0.143458086501569,EN_WBE_PMPR,PT
2006,0.142770626438786,EN_WBE_PMPR,PT
2007,0.142004936867806,EN_WBE_PMPR,PT
2008,0.142128794558772,EN_WBE_PMPR,PT
2009,0.141151552842692,EN_WBE_PMPR,PT
2010,0.140741190094175,EN_WBE_PMPR,PT
2011,0.139387080572026,EN_WBE_PMPR,PT
2012,0.139274494593651,EN_WBE_PMPR,PT
2013,0.137449027554935,EN_WBE_PMPR,PT
2014,0.138502208580397,EN_WBE_PMPR,PT
2015,0.140220737356121,EN_WBE_PMPR,PT
2016,0.140579707010812,EN_WBE_PMPR,PT
2017,0.138808854551796,EN_WBE_PMPR,PT
2018,0.140165501918381,EN_WBE_PMPR,PT
