Year,Value,Units,Series
2011,5.58,PT,SI_RMT_COST
2015,3.57,PT,SI_RMT_COST
2017,4.69,PT,SI_RMT_COST
2018,5.02,PT,SI_RMT_COST
2019,4.82,PT,SI_RMT_COST
