Year,Value,Units,Series
2015,29.53218,PT,AG_PRD_FIESMS
2016,31.15823,PT,AG_PRD_FIESMS
2017,31.61175,PT,AG_PRD_FIESMS
2018,33.81686,PT,AG_PRD_FIESMS
2015,7991.8447,NUMBER,AG_PRD_FIESMSN
2016,8507.35421,NUMBER,AG_PRD_FIESMSN
2017,8745.05644,NUMBER,AG_PRD_FIESMSN
2018,9506.72119,NUMBER,AG_PRD_FIESMSN
2015,10.43539,PT,AG_PRD_FIESS
2016,9.61212,PT,AG_PRD_FIESS
2017,9.56021,PT,AG_PRD_FIESS
2018,10.33187,PT,AG_PRD_FIESS
2015,2823.97,NUMBER,AG_PRD_FIESSN
2016,2624.47,NUMBER,AG_PRD_FIESSN
2017,2644.73,NUMBER,AG_PRD_FIESSN
2018,2904.53,NUMBER,AG_PRD_FIESSN
