Year,Value,Units,Series
2000,41.65162,PT,AG_LND_FRST
2010,41.59072,PT,AG_LND_FRST
2015,41.59072,PT,AG_LND_FRST
2016,41.59072,PT,AG_LND_FRST
2017,41.59072,PT,AG_LND_FRST
2018,41.59072,PT,AG_LND_FRST
2019,41.59072,PT,AG_LND_FRST
2020,41.59072,PT,AG_LND_FRST
2000,5970.76,HA,AG_LND_FRSTN
2010,5962.03,HA,AG_LND_FRSTN
2015,5962.03,HA,AG_LND_FRSTN
2016,5962.03,HA,AG_LND_FRSTN
2017,5962.03,HA,AG_LND_FRSTN
2018,5962.03,HA,AG_LND_FRSTN
2019,5962.03,HA,AG_LND_FRSTN
2020,5962.03,HA,AG_LND_FRSTN
2000,14335.0,HA,AG_LND_TOTL
2010,14335.0,HA,AG_LND_TOTL
2015,14335.0,HA,AG_LND_TOTL
2016,14335.0,HA,AG_LND_TOTL
2017,14335.0,HA,AG_LND_TOTL
2018,14335.0,HA,AG_LND_TOTL
2019,14335.0,HA,AG_LND_TOTL
2020,14335.0,HA,AG_LND_TOTL
