Year,Value,Units,Series
2000,72.77813,CON_USD,DC_TOF_AGRL
2001,100.51396,CON_USD,DC_TOF_AGRL
2002,57.92799,CON_USD,DC_TOF_AGRL
2003,41.15085,CON_USD,DC_TOF_AGRL
2004,44.39379,CON_USD,DC_TOF_AGRL
2005,31.94054,CON_USD,DC_TOF_AGRL
2006,29.0966,CON_USD,DC_TOF_AGRL
2007,34.54234,CON_USD,DC_TOF_AGRL
2008,34.72786,CON_USD,DC_TOF_AGRL
2009,53.45048,CON_USD,DC_TOF_AGRL
2010,102.29638,CON_USD,DC_TOF_AGRL
2011,116.43935,CON_USD,DC_TOF_AGRL
2012,108.14176,CON_USD,DC_TOF_AGRL
2013,76.2267,CON_USD,DC_TOF_AGRL
2014,84.4955,CON_USD,DC_TOF_AGRL
2015,106.69335,CON_USD,DC_TOF_AGRL
2016,116.06157,CON_USD,DC_TOF_AGRL
2017,142.01626,CON_USD,DC_TOF_AGRL
2018,90.72318,CON_USD,DC_TOF_AGRL
