Year,Value,Units,Series
2000,19.7058,CON_USD,DC_FTA_TOTAL
2001,157.71992,CON_USD,DC_FTA_TOTAL
2002,49.9457,CON_USD,DC_FTA_TOTAL
2003,121.55637,CON_USD,DC_FTA_TOTAL
2004,81.8969,CON_USD,DC_FTA_TOTAL
2005,75.94072,CON_USD,DC_FTA_TOTAL
2006,72.36831,CON_USD,DC_FTA_TOTAL
2007,71.16806,CON_USD,DC_FTA_TOTAL
2008,90.83215,CON_USD,DC_FTA_TOTAL
2009,123.98132,CON_USD,DC_FTA_TOTAL
2010,139.91102,CON_USD,DC_FTA_TOTAL
2011,193.17644,CON_USD,DC_FTA_TOTAL
2012,154.21036,CON_USD,DC_FTA_TOTAL
2013,206.34667,CON_USD,DC_FTA_TOTAL
2014,150.48798,CON_USD,DC_FTA_TOTAL
2015,144.27884,CON_USD,DC_FTA_TOTAL
2016,178.98615,CON_USD,DC_FTA_TOTAL
2017,247.14331,CON_USD,DC_FTA_TOTAL
2018,283.05125,CON_USD,DC_FTA_TOTAL
