Year,Value,Units,Series
2000,88.2864,PT,EG_FEC_RNEW
2001,87.7585,PT,EG_FEC_RNEW
2002,89.945,PT,EG_FEC_RNEW
2003,89.4446,PT,EG_FEC_RNEW
2004,90.2986,PT,EG_FEC_RNEW
2005,89.5191,PT,EG_FEC_RNEW
2006,91.2547,PT,EG_FEC_RNEW
2007,91.3137,PT,EG_FEC_RNEW
2008,90.4705,PT,EG_FEC_RNEW
2009,88.9343,PT,EG_FEC_RNEW
2010,87.2945,PT,EG_FEC_RNEW
2011,86.9476,PT,EG_FEC_RNEW
2012,84.6986,PT,EG_FEC_RNEW
2013,86.0495,PT,EG_FEC_RNEW
2014,84.063,PT,EG_FEC_RNEW
2015,85.0361,PT,EG_FEC_RNEW
2016,79.1952,PT,EG_FEC_RNEW
2017,76.4075,PT,EG_FEC_RNEW
2018,75.0397,PT,EG_FEC_RNEW
