Year,Value,Units,Series
2000,0.138047,KG,EN_EWT_GENPCAP
2001,0.150609,KG,EN_EWT_GENPCAP
2002,0.166276,KG,EN_EWT_GENPCAP
2003,0.185758,KG,EN_EWT_GENPCAP
2004,0.206854,KG,EN_EWT_GENPCAP
2005,0.230463,KG,EN_EWT_GENPCAP
2006,0.258367,KG,EN_EWT_GENPCAP
2007,0.292331,KG,EN_EWT_GENPCAP
2008,0.332995,KG,EN_EWT_GENPCAP
2009,0.378669,KG,EN_EWT_GENPCAP
2010,0.427485,KG,EN_EWT_GENPCAP
2011,0.478385,KG,EN_EWT_GENPCAP
2012,0.532175,KG,EN_EWT_GENPCAP
2013,0.585838,KG,EN_EWT_GENPCAP
2014,0.642588,KG,EN_EWT_GENPCAP
2015,0.700558,KG,EN_EWT_GENPCAP
2016,0.760244,KG,EN_EWT_GENPCAP
2017,0.820412,KG,EN_EWT_GENPCAP
2018,0.875515,KG,EN_EWT_GENPCAP
2019,0.929526,KG,EN_EWT_GENPCAP
2000,3277.382674,T,EN_EWT_GENV
2001,3639.002609,T,EN_EWT_GENV
2002,4084.732218,T,EN_EWT_GENV
2003,4634.857465,T,EN_EWT_GENV
2004,5235.262536,T,EN_EWT_GENV
2005,5909.059492,T,EN_EWT_GENV
2006,6702.298449,T,EN_EWT_GENV
2007,7663.460792,T,EN_EWT_GENV
2008,8816.387698,T,EN_EWT_GENV
2009,10126.00043,T,EN_EWT_GENV
2010,11551.922135,T,EN_EWT_GENV
2011,13072.836832,T,EN_EWT_GENV
2012,14714.638793,T,EN_EWT_GENV
2013,16394.687492,T,EN_EWT_GENV
2014,18200.026149,T,EN_EWT_GENV
2015,20075.186844,T,EN_EWT_GENV
2016,22034.155925,T,EN_EWT_GENV
2017,24042.187872,T,EN_EWT_GENV
2018,25942.379838,T,EN_EWT_GENV
2019,27848.590629,T,EN_EWT_GENV
