Year,Value,SERIES,UNIT_MEASURE
2005,1,SG_NHR_IMPLN,NUMBER
2010,1,SG_NHR_IMPLN,NUMBER
2015,1,SG_NHR_IMPLN,NUMBER
2016,1,SG_NHR_IMPLN,NUMBER
2017,1,SG_NHR_IMPLN,NUMBER
2018,1,SG_NHR_IMPLN,NUMBER
2019,1,SG_NHR_IMPLN,NUMBER
2000,1,SG_NHR_NOAPPLN,NUMBER
