Year,Value,Units,Series
2000,12.1,PT,NV_IND_TECH
2001,12.12,PT,NV_IND_TECH
2002,11.86,PT,NV_IND_TECH
2003,11.86,PT,NV_IND_TECH
2004,9.19,PT,NV_IND_TECH
2005,9.19,PT,NV_IND_TECH
2006,9.13,PT,NV_IND_TECH
2007,9.19,PT,NV_IND_TECH
2008,1.9,PT,NV_IND_TECH
2009,2.14,PT,NV_IND_TECH
2010,8.47,PT,NV_IND_TECH
2011,8.38,PT,NV_IND_TECH
2012,8.38,PT,NV_IND_TECH
2013,8.38,PT,NV_IND_TECH
2014,8.38,PT,NV_IND_TECH
2015,8.38,PT,NV_IND_TECH
2016,8.38,PT,NV_IND_TECH
2017,8.38,PT,NV_IND_TECH
