Year,Value,SERIES,UNIT_MEASURE
2019,48,SH_LGR_ACSRHE,PT
2019,100,SH_LGR_ACSRHEC1,PT
2019,0,SH_LGR_ACSRHEC10,PT
2019,0,SH_LGR_ACSRHEC11,PT
2019,100,SH_LGR_ACSRHEC12,PT
2019,0,SH_LGR_ACSRHEC13,PT
2019,77,SH_LGR_ACSRHEC2,PT
2019,50,SH_LGR_ACSRHEC3,PT
2019,100,SH_LGR_ACSRHEC4,PT
2019,100,SH_LGR_ACSRHEC5,PT
2019,100,SH_LGR_ACSRHEC6,PT
2019,0,SH_LGR_ACSRHEC7,PT
2019,0,SH_LGR_ACSRHEC8,PT
2019,0,SH_LGR_ACSRHEC9,PT
2019,82,SH_LGR_ACSRHES1,PT
2019,67,SH_LGR_ACSRHES2,PT
2019,0,SH_LGR_ACSRHES3,PT
2019,25,SH_LGR_ACSRHES4,PT
