Year,Value,SERIES,UNIT_MEASURE
2006,1.6551,DC_TOF_SCHIPSL,CON_USD
2007,1.09794,DC_TOF_SCHIPSL,CON_USD
2008,2.13111,DC_TOF_SCHIPSL,CON_USD
2009,8.57569,DC_TOF_SCHIPSL,CON_USD
2010,9.1378,DC_TOF_SCHIPSL,CON_USD
2011,10.59542,DC_TOF_SCHIPSL,CON_USD
2012,7.94233,DC_TOF_SCHIPSL,CON_USD
2013,7.79747,DC_TOF_SCHIPSL,CON_USD
2014,5.95644,DC_TOF_SCHIPSL,CON_USD
2015,6.93319,DC_TOF_SCHIPSL,CON_USD
2016,4.66682,DC_TOF_SCHIPSL,CON_USD
2017,5.27361,DC_TOF_SCHIPSL,CON_USD
2018,4.30199,DC_TOF_SCHIPSL,CON_USD
