Year,Value,Units,Series
1993,1.4979366,PT,BX_TRF_PWKR
1994,1.2323896,PT,BX_TRF_PWKR
1995,1.2911002,PT,BX_TRF_PWKR
1996,0.9766525,PT,BX_TRF_PWKR
1997,1.0055124,PT,BX_TRF_PWKR
1998,1.3900609,PT,BX_TRF_PWKR
1999,1.6580991,PT,BX_TRF_PWKR
2000,2.0293606,PT,BX_TRF_PWKR
2001,2.4468754,PT,BX_TRF_PWKR
2002,11.2130196,PT,BX_TRF_PWKR
2003,12.1803239,PT,BX_TRF_PWKR
2004,11.30899,PT,BX_TRF_PWKR
2005,14.905102,PT,BX_TRF_PWKR
2006,16.0689647,PT,BX_TRF_PWKR
2007,16.7918135,PT,BX_TRF_PWKR
2008,21.738104,PT,BX_TRF_PWKR
2009,23.2076254,PT,BX_TRF_PWKR
2010,21.6469853,PT,BX_TRF_PWKR
2011,22.2955954,PT,BX_TRF_PWKR
2012,25.4223943,PT,BX_TRF_PWKR
2013,28.9743835,PT,BX_TRF_PWKR
2014,29.4388808,PT,BX_TRF_PWKR
2015,31.4323744,PT,BX_TRF_PWKR
2016,31.2086414,PT,BX_TRF_PWKR
2017,27.5137943,PT,BX_TRF_PWKR
2018,28.5596673,PT,BX_TRF_PWKR
