Year,Value,Units,Series
2000,118.34591,CON_USD,DC_TOF_INFRAL
2001,175.70092,CON_USD,DC_TOF_INFRAL
2002,90.23017,CON_USD,DC_TOF_INFRAL
2003,134.22733,CON_USD,DC_TOF_INFRAL
2004,150.26218,CON_USD,DC_TOF_INFRAL
2005,114.02942,CON_USD,DC_TOF_INFRAL
2006,88.24724,CON_USD,DC_TOF_INFRAL
2007,91.22672,CON_USD,DC_TOF_INFRAL
2008,121.85975,CON_USD,DC_TOF_INFRAL
2009,125.32737,CON_USD,DC_TOF_INFRAL
2010,184.96435,CON_USD,DC_TOF_INFRAL
2011,181.25524,CON_USD,DC_TOF_INFRAL
2012,180.00419,CON_USD,DC_TOF_INFRAL
2013,227.98377,CON_USD,DC_TOF_INFRAL
2014,207.30714,CON_USD,DC_TOF_INFRAL
2015,300.95172,CON_USD,DC_TOF_INFRAL
2016,182.6634,CON_USD,DC_TOF_INFRAL
2017,338.54657,CON_USD,DC_TOF_INFRAL
2018,334.48549,CON_USD,DC_TOF_INFRAL
