Year,Value,Units,Series
2000,0.948,PER_100000_POP,SM_POP_REFG_OR
2001,1.232,PER_100000_POP,SM_POP_REFG_OR
2002,3.636,PER_100000_POP,SM_POP_REFG_OR
2003,4.912,PER_100000_POP,SM_POP_REFG_OR
2004,5.562,PER_100000_POP,SM_POP_REFG_OR
2005,8.005,PER_100000_POP,SM_POP_REFG_OR
2006,10.173,PER_100000_POP,SM_POP_REFG_OR
2007,12.757,PER_100000_POP,SM_POP_REFG_OR
2008,15.71,PER_100000_POP,SM_POP_REFG_OR
2009,18.971,PER_100000_POP,SM_POP_REFG_OR
2010,21.773,PER_100000_POP,SM_POP_REFG_OR
2011,25.314,PER_100000_POP,SM_POP_REFG_OR
2012,28.163,PER_100000_POP,SM_POP_REFG_OR
2013,30.084,PER_100000_POP,SM_POP_REFG_OR
2014,31.756,PER_100000_POP,SM_POP_REFG_OR
2015,33.496,PER_100000_POP,SM_POP_REFG_OR
2016,30.673,PER_100000_POP,SM_POP_REFG_OR
2017,30.44,PER_100000_POP,SM_POP_REFG_OR
2018,30.561,PER_100000_POP,SM_POP_REFG_OR
2019,28.071,PER_100000_POP,SM_POP_REFG_OR
2020,27.017,PER_100000_POP,SM_POP_REFG_OR
