Year,Value,Units,Series
2000,184.05,T_PER_HA,AG_LND_FRSTBIOPHA
2010,176.82,T_PER_HA,AG_LND_FRSTBIOPHA
2015,176.82,T_PER_HA,AG_LND_FRSTBIOPHA
2016,176.82,T_PER_HA,AG_LND_FRSTBIOPHA
2017,176.82,T_PER_HA,AG_LND_FRSTBIOPHA
2018,176.82,T_PER_HA,AG_LND_FRSTBIOPHA
2019,176.82,T_PER_HA,AG_LND_FRSTBIOPHA
2020,176.82,T_PER_HA,AG_LND_FRSTBIOPHA
2000,0.0,HA,AG_LND_FRSTCERT
2005,14.145,HA,AG_LND_FRSTCERT
2010,14.145,HA,AG_LND_FRSTCERT
2015,0.0,HA,AG_LND_FRSTCERT
2016,0.0,HA,AG_LND_FRSTCERT
2017,0.0,HA,AG_LND_FRSTCERT
2018,0.0,HA,AG_LND_FRSTCERT
2019,12.282,HA,AG_LND_FRSTCERT
2020,0.0,HA,AG_LND_FRSTCERT
2010,-0.01,PT,AG_LND_FRSTCHG
2020,0.0,PT,AG_LND_FRSTCHG
2000,82.87,PT,AG_LND_FRSTMGT
2010,82.72,PT,AG_LND_FRSTMGT
2015,82.72,PT,AG_LND_FRSTMGT
2016,82.72,PT,AG_LND_FRSTMGT
2017,82.72,PT,AG_LND_FRSTMGT
2018,82.72,PT,AG_LND_FRSTMGT
2019,82.72,PT,AG_LND_FRSTMGT
2020,82.72,PT,AG_LND_FRSTMGT
2000,17.28,PT,AG_LND_FRSTPRCT
2010,17.28,PT,AG_LND_FRSTPRCT
2015,17.28,PT,AG_LND_FRSTPRCT
2016,17.28,PT,AG_LND_FRSTPRCT
2017,17.28,PT,AG_LND_FRSTPRCT
2018,17.28,PT,AG_LND_FRSTPRCT
2019,17.28,PT,AG_LND_FRSTPRCT
2020,17.28,PT,AG_LND_FRSTPRCT
