Year,Value,SERIES,UNIT_MEASURE
2015,800.0,SG_DSR_SILN,NUMBER
2016,825.0,SG_DSR_SILN,NUMBER
2017,12.0,SG_DSR_SILN,NUMBER
2018,56.0,SG_DSR_SILN,NUMBER
2019,127.0,SG_DSR_SILN,NUMBER
2015,23.71073,SG_DSR_SILS,PT
2016,24.45169,SG_DSR_SILS,PT
2017,1.59363,SG_DSR_SILS,PT
2018,7.43692,SG_DSR_SILS,PT
2019,16.86587,SG_DSR_SILS,PT
2015,3374.0,SG_GOV_LOGV,NUMBER
2016,3374.0,SG_GOV_LOGV,NUMBER
2017,753.0,SG_GOV_LOGV,NUMBER
2018,753.0,SG_GOV_LOGV,NUMBER
2019,753.0,SG_GOV_LOGV,NUMBER
