Year,Value,Units,Series
2006,10.0,PT,IT_MOB_2GNTWK
2010,35.13,PT,IT_MOB_2GNTWK
2013,80.62,PT,IT_MOB_2GNTWK
2014,80.0,PT,IT_MOB_2GNTWK
2015,82.0,PT,IT_MOB_2GNTWK
2016,91.97,PT,IT_MOB_2GNTWK
2017,92.47,PT,IT_MOB_2GNTWK
2009,20.35,PT,IT_MOB_3GNTWK
2014,30.0,PT,IT_MOB_3GNTWK
2015,50.0,PT,IT_MOB_3GNTWK
2016,54.1,PT,IT_MOB_3GNTWK
2017,54.1,PT,IT_MOB_3GNTWK
2014,0.0,PT,IT_MOB_4GNTWK
2015,0.0,PT,IT_MOB_4GNTWK
2016,15.47,PT,IT_MOB_4GNTWK
2017,15.47,PT,IT_MOB_4GNTWK
