Year,Value,SERIES,UNIT_MEASURE
2006,1.38,ER_H2O_WUEYST,USD_PER_M3
2007,1.42,ER_H2O_WUEYST,USD_PER_M3
2008,1.5,ER_H2O_WUEYST,USD_PER_M3
2009,1.56,ER_H2O_WUEYST,USD_PER_M3
2010,1.62,ER_H2O_WUEYST,USD_PER_M3
2011,1.68,ER_H2O_WUEYST,USD_PER_M3
2012,1.76,ER_H2O_WUEYST,USD_PER_M3
2013,1.82,ER_H2O_WUEYST,USD_PER_M3
2014,1.92,ER_H2O_WUEYST,USD_PER_M3
2015,1.98,ER_H2O_WUEYST,USD_PER_M3
2016,1.98,ER_H2O_WUEYST,USD_PER_M3
2017,2.13,ER_H2O_WUEYST,USD_PER_M3
