Year,Series,REF_AREA,Units,Value
2004,SL_EMP_GTOTL,,PT,41.0
2005,SL_EMP_GTOTL,,PT,41.4
2006,SL_EMP_GTOTL,,PT,41.3
2007,SL_EMP_GTOTL,,PT,41.1
2008,SL_EMP_GTOTL,,PT,39.6
2009,SL_EMP_GTOTL,,PT,40.2
2010,SL_EMP_GTOTL,,PT,39.9
2011,SL_EMP_GTOTL,,PT,40.4
2012,SL_EMP_GTOTL,,PT,39.5
2013,SL_EMP_GTOTL,,PT,39.6
2014,SL_EMP_GTOTL,,PT,38.6
2015,SL_EMP_GTOTL,,PT,39.6
2016,SL_EMP_GTOTL,,PT,40.8
2017,SL_EMP_GTOTL,,PT,37.1
