Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,_L_NP_03_03_05_01,,NUMBER,0.89
2017,_L_NP_03_03_05_01,,NUMBER,0.92
2018,_L_NP_03_03_05_01,,NUMBER,0.99
2019,_L_NP_03_03_05_01,,NUMBER,0.69
2018,_L_NP_03_03_05_02,,NUMBER,239.0
2019,_L_NP_03_03_05_02,,NUMBER,216.0
2020,_L_NP_03_03_05_02,,NUMBER,110.0
2017,_L_NP_03_03_05_04,,NUMBER,811.0
2018,_L_NP_03_03_05_04,,NUMBER,3424.0
2019,_L_NP_03_03_05_04,,NUMBER,10808.0
