Year,Series,REF_AREA,COMPOSITE_BREAKDOWN,Units,Value
2018,IS_RDP_FRGVOL,,MOT_IWW,T_KM,0.0
2019,IS_RDP_FRGVOL,,MOT_IWW,T_KM,0.0
2018,IS_RDP_FRGVOL,,MOT_RAI,T_KM,0.0
2019,IS_RDP_FRGVOL,,MOT_RAI,T_KM,0.0
2019,IS_RDP_PFVOL,,MOT_RAI,P_KM,5642400000.0
2019,IS_RDP_PFVOL,,MOT_ROA,P_KM,41644483333.3333
