Year,SERIES,REF_AREA,AGE,UNIT_MEASURE,Value
2014,SH_STA_BRTC,,Y15T49,PT,55.6
2019,SH_STA_BRTC,,Y15T49,PT,77.2
2019,SH_STA_BRTC,NP1,Y15T49,PT,79.2
2019,SH_STA_BRTC,NP2,Y15T49,PT,63.6
2019,SH_STA_BRTC,NP3,Y15T49,PT,86.6
2019,SH_STA_BRTC,NP4,Y15T49,PT,86.4
2019,SH_STA_BRTC,NP5,Y15T49,PT,77.2
2019,SH_STA_BRTC,NP6,Y15T49,PT,65.8
2019,SH_STA_BRTC,NP7,Y15T49,PT,85.5
