Year,SERIES,REF_AREA,AGE,UNIT_MEASURE,Value
2019,SH_FPL_MTMM,,Y15T49,PT,61.9
2019,SH_FPL_MTMM,प्रान्त न। १,Y15T49,PT,62.1
2019,SH_FPL_MTMM,प्रान्त न। २,Y15T49,PT,66.2
2019,SH_FPL_MTMM,वाग्मती,Y15T49,PT,61.2
2019,SH_FPL_MTMM,गण्डकी,Y15T49,PT,49.4
2019,SH_FPL_MTMM,लुम्बिनी,Y15T49,PT,63.4
2019,SH_FPL_MTMM,कर्णाली,Y15T49,PT,62.3
2019,SH_FPL_MTMM,सुदूरपश्चिम,Y15T49,PT,62.4
