Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,SH_STA_POISN,,PER_1000_POP,0.53
2018,SH_STA_POISN,,PER_1000_POP,0.493
2019,SH_STA_POISN,,PER_1000_POP,0.469
2020,SH_STA_POISN,,PER_1000_POP,0.432
2022,SH_STA_POISN,,PER_1000_POP,0.371
