Year,SERIES,REF_AREA,AGE,UNIT_MEASURE,Value
2014,SP_DYN_ADKL,,Y15T19,PT,71
2019,SP_DYN_ADKL,,Y15T19,PT,63
2019,SP_DYN_ADKL,NP1,Y15T19,PT,61
2019,SP_DYN_ADKL,NP2,Y15T19,PT,96
2019,SP_DYN_ADKL,NP3,Y15T19,PT,40
2019,SP_DYN_ADKL,NP4,Y15T19,PT,58
2019,SP_DYN_ADKL,NP5,Y15T19,PT,57
2019,SP_DYN_ADKL,NP6,Y15T19,PT,81
2019,SP_DYN_ADKL,NP7,Y15T19,PT,60
