Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2019,EG_EGY_CLEAN,,PT,26.9
2019,EG_EGY_CLEAN,प्रान्त न। १,PT,17.5
2019,EG_EGY_CLEAN,प्रान्त न। २,PT,18.3
2019,EG_EGY_CLEAN,वाग्मती,PT,59.2
2019,EG_EGY_CLEAN,गण्डकी,PT,28.2
2019,EG_EGY_CLEAN,लुम्बिनी,PT,15.8
2019,EG_EGY_CLEAN,कर्णाली,PT,5.8
2019,EG_EGY_CLEAN,सुदूरपश्चिम,PT,13.3
