Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2019,SH_H2O_SAFE,,PT,19.1
2019,SH_H2O_SAFE,प्रान्त न। १,PT,34.7
2019,SH_H2O_SAFE,प्रान्त न। २,PT,24.5
2019,SH_H2O_SAFE,वाग्मती,PT,14.9
2019,SH_H2O_SAFE,गण्डकी,PT,10.5
2019,SH_H2O_SAFE,लुम्बिनी,PT,14.8
2019,SH_H2O_SAFE,कर्णाली,PT,3.5
2019,SH_H2O_SAFE,सुदूरपश्चिम,PT,14.7
