Year,Value,Units,Series
1990,5.94,USD,Foreign direct investment (FDI) inflows [17.3.1]
1991,2.22,USD,Foreign direct investment (FDI) inflows [17.3.1]
1996,19.16,USD,Foreign direct investment (FDI) inflows [17.3.1]
1997,23.06,USD,Foreign direct investment (FDI) inflows [17.3.1]
1998,12.0247,USD,Foreign direct investment (FDI) inflows [17.3.1]
1999,4.35107,USD,Foreign direct investment (FDI) inflows [17.3.1]
2000,-0.48483,USD,Foreign direct investment (FDI) inflows [17.3.1]
2001,20.85,USD,Foreign direct investment (FDI) inflows [17.3.1]
2002,-5.95254,USD,Foreign direct investment (FDI) inflows [17.3.1]
2003,1.78615,USD,Foreign direct investment (FDI) inflows [17.3.1]
2004,-0.41735,USD,Foreign direct investment (FDI) inflows [17.3.1]
2005,2.45178,USD,Foreign direct investment (FDI) inflows [17.3.1]
2006,-6.64798,USD,Foreign direct investment (FDI) inflows [17.3.1]
2007,5.89024,USD,Foreign direct investment (FDI) inflows [17.3.1]
2008,1.01058,USD,Foreign direct investment (FDI) inflows [17.3.1]
2009,38.54543,USD,Foreign direct investment (FDI) inflows [17.3.1]
2010,86.62561,USD,Foreign direct investment (FDI) inflows [17.3.1]
2011,95.48636,USD,Foreign direct investment (FDI) inflows [17.3.1]
2012,91.97774,USD,Foreign direct investment (FDI) inflows [17.3.1]
2013,71.25147,USD,Foreign direct investment (FDI) inflows [17.3.1]
2014,30.18815,USD,Foreign direct investment (FDI) inflows [17.3.1]
2015,51.55796,USD,Foreign direct investment (FDI) inflows [17.3.1]
2016,106.01877,USD,Foreign direct investment (FDI) inflows [17.3.1]
2017,129.2096,USD,Foreign direct investment (FDI) inflows [17.3.1]
2018,160.77114,USD,Foreign direct investment (FDI) inflows [17.3.1]
