Year,Value,Units,Series
2008,0.05439,Percent,Research and development expenditure as a proportion of GDP [9.5.1]
2009,0.25924,Percent,Research and development expenditure as a proportion of GDP [9.5.1]
2010,0.3022,Percent,Research and development expenditure as a proportion of GDP [9.5.1]
