Year,Value,Units,Series
2007,147,Number,Detected victims of human trafficking (number) [16.2.2]
2008,145,Number,Detected victims of human trafficking (number) [16.2.2]
2009,197,Number,Detected victims of human trafficking (number) [16.2.2]
2010,193,Number,Detected victims of human trafficking (number) [16.2.2]
2011,141,Number,Detected victims of human trafficking (number) [16.2.2]
2012,271,Number,Detected victims of human trafficking (number) [16.2.2]
2013,237,Number,Detected victims of human trafficking (number) [16.2.2]
2014,266,Number,Detected victims of human trafficking (number) [16.2.2]
2016,350,Number,Detected victims of human trafficking (number) [16.2.2]
