Year,Value,Units,Series
2005,205.647167,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2006,204.661693,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2007,203.564077,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2008,203.741627,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2009,202.340751,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2010,201.752496,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2011,199.81138,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2012,199.649988,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2013,197.033181,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2014,198.542916,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2015,201.006427,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2016,201.52101,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2017,198.982493,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2018,200.927247,Square kilometers,Water body extent (permanent) (square kilometres) [6.6.1]
2005,213.025076,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2006,211.137495,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2007,209.439048,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2008,207.96813,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2009,205.343804,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2010,204.540808,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2011,202.411365,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2012,202.060501,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2013,199.447651,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2014,200.507416,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2015,202.998515,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2016,203.163544,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2017,200.214498,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2018,201.538455,Square kilometers,Water body extent (permanent and maybe permanent) (square kilometres) [6.6.1]
2005,0.148604866410882,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2006,0.147288102546215,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2007,0.146103277293338,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2008,0.145077174747122,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2009,0.14324646250436,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2010,0.14268629787234,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2011,0.141200812696198,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2012,0.140956052319497,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2013,0.139133345657481,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2014,0.139872630624346,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2015,0.141610404604115,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2016,0.141725527729333,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2017,0.139668292989187,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2018,0.140591876525985,Percent,Water body extent (permanent and maybe permanent) (% of total land area) [6.6.1]
2005,0.143458086501569,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2006,0.142770626438786,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2007,0.142004936867806,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2008,0.142128794558772,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2009,0.141151552842692,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2010,0.140741190094175,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2011,0.139387080572026,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2012,0.139274494593651,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2013,0.137449027554935,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2014,0.138502208580397,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2015,0.140220737356121,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2016,0.140579707010812,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2017,0.138808854551796,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
2018,0.140165501918381,Percent,Water body extent (permanent) (% of total land area) [6.6.1]
