Year,Value,Units,Series
2015,0.05,Index,"Score of adoption and implementation of national DRR strategies in line with the Sendai Framework [1.5.3, 11.b.1, 13.1.2]"
2016,0.05,Index,"Score of adoption and implementation of national DRR strategies in line with the Sendai Framework [1.5.3, 11.b.1, 13.1.2]"
2017,0.05,Index,"Score of adoption and implementation of national DRR strategies in line with the Sendai Framework [1.5.3, 11.b.1, 13.1.2]"
2018,0.375,Index,"Score of adoption and implementation of national DRR strategies in line with the Sendai Framework [1.5.3, 11.b.1, 13.1.2]"
2019,0.75,Index,"Score of adoption and implementation of national DRR strategies in line with the Sendai Framework [1.5.3, 11.b.1, 13.1.2]"
