Year,Value,Units,Series
2001,5.44,Percent,Proportion of small-scale industries in total industry value added [9.3.1]
2006,7.41,Percent,Proportion of small-scale industries in total industry value added [9.3.1]
2011,9.51,Percent,Proportion of small-scale industries in total industry value added [9.3.1]
