Year,Value,Units,Series
2000,24.96921,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2001,24.96921,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2002,24.96921,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2003,24.96921,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2004,31.64045,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2005,31.64045,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2006,31.64045,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2007,31.64045,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2008,31.64045,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2009,31.64045,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2010,32.4317,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2011,32.4317,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2012,32.4317,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2013,32.4317,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2014,32.4317,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2015,32.4317,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2016,32.4317,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2017,32.4317,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2018,32.4317,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2019,32.4317,Percent,Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2000,39.23486,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2001,39.23486,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2002,39.92667,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2003,39.92667,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2004,42.59517,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2005,43.67659,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2006,47.23697,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2007,47.23697,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2008,47.23697,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2009,50.33463,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2010,50.65442,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2011,50.65442,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2012,50.65442,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2013,50.65442,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2014,50.65442,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2015,50.65442,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2016,50.65748,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2017,50.65748,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2018,50.65748,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
2019,50.65748,Percent,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas [15.1.2]
