Year,Value,Units,Series
2000,0.138047,Kilograms,EN_EWT_GENPCAP
2001,0.150609,Kilograms,EN_EWT_GENPCAP
2002,0.166276,Kilograms,EN_EWT_GENPCAP
2003,0.185758,Kilograms,EN_EWT_GENPCAP
2004,0.206854,Kilograms,EN_EWT_GENPCAP
2005,0.230463,Kilograms,EN_EWT_GENPCAP
2006,0.258367,Kilograms,EN_EWT_GENPCAP
2007,0.292331,Kilograms,EN_EWT_GENPCAP
2008,0.332995,Kilograms,EN_EWT_GENPCAP
2009,0.378669,Kilograms,EN_EWT_GENPCAP
2010,0.427485,Kilograms,EN_EWT_GENPCAP
2011,0.478385,Kilograms,EN_EWT_GENPCAP
2012,0.532175,Kilograms,EN_EWT_GENPCAP
2013,0.585838,Kilograms,EN_EWT_GENPCAP
2014,0.642588,Kilograms,EN_EWT_GENPCAP
2015,0.700558,Kilograms,EN_EWT_GENPCAP
2016,0.760244,Kilograms,EN_EWT_GENPCAP
2017,0.820412,Kilograms,EN_EWT_GENPCAP
2018,0.875515,Kilograms,EN_EWT_GENPCAP
2019,0.929526,Kilograms,EN_EWT_GENPCAP
2000,3277.382674,Metric Tons,EN_EWT_GENV
2001,3639.002609,Metric Tons,EN_EWT_GENV
2002,4084.732218,Metric Tons,EN_EWT_GENV
2003,4634.857465,Metric Tons,EN_EWT_GENV
2004,5235.262536,Metric Tons,EN_EWT_GENV
2005,5909.059492,Metric Tons,EN_EWT_GENV
2006,6702.298449,Metric Tons,EN_EWT_GENV
2007,7663.460792,Metric Tons,EN_EWT_GENV
2008,8816.387698,Metric Tons,EN_EWT_GENV
2009,10126.00043,Metric Tons,EN_EWT_GENV
2010,11551.922135,Metric Tons,EN_EWT_GENV
2011,13072.836832,Metric Tons,EN_EWT_GENV
2012,14714.638793,Metric Tons,EN_EWT_GENV
2013,16394.687492,Metric Tons,EN_EWT_GENV
2014,18200.026149,Metric Tons,EN_EWT_GENV
2015,20075.186844,Metric Tons,EN_EWT_GENV
2016,22034.155925,Metric Tons,EN_EWT_GENV
2017,24042.187872,Metric Tons,EN_EWT_GENV
2018,25942.379838,Metric Tons,EN_EWT_GENV
2019,27848.590629,Metric Tons,EN_EWT_GENV
