Year,Value,Units,Series
2019,48,Percent,SH_LGR_ACSRHE
2019,100,Percent,SH_LGR_ACSRHEC1
2019,0,Percent,SH_LGR_ACSRHEC10
2019,0,Percent,SH_LGR_ACSRHEC11
2019,100,Percent,SH_LGR_ACSRHEC12
2019,0,Percent,SH_LGR_ACSRHEC13
2019,77,Percent,SH_LGR_ACSRHEC2
2019,50,Percent,SH_LGR_ACSRHEC3
2019,100,Percent,SH_LGR_ACSRHEC4
2019,100,Percent,SH_LGR_ACSRHEC5
2019,100,Percent,SH_LGR_ACSRHEC6
2019,0,Percent,SH_LGR_ACSRHEC7
2019,0,Percent,SH_LGR_ACSRHEC8
2019,0,Percent,SH_LGR_ACSRHEC9
2019,82,Percent,SH_LGR_ACSRHES1
2019,67,Percent,SH_LGR_ACSRHES2
2019,0,Percent,SH_LGR_ACSRHES3
2019,25,Percent,SH_LGR_ACSRHES4
