Year,Series,Reference area,Units,Value
2000,SH_ACS_UNHC,,IX,24
2005,SH_ACS_UNHC,,IX,29
2010,SH_ACS_UNHC,,IX,42
2015,SH_ACS_UNHC,,IX,51
2017,SH_ACS_UNHC,,IX,48
