Year,Series,Reference area,Units,Value
2010,ER_IAS_LEGIS,Nepal,Boolean or binary measure,0
2016,ER_IAS_LEGIS,Nepal,Boolean or binary measure,1
2016,ER_IAS_NBSAP,Nepal,Boolean or binary measure,1
