Year,Series,Reference area,Units,Value
1990,Proportion of urban population living in slums,Nepal,Percent,70.6
1995,Proportion of urban population living in slums,Nepal,Percent,67.3
2000,Proportion of urban population living in slums,Nepal,Percent,64.0
2005,Proportion of urban population living in slums,Nepal,Percent,60.7
2010,Proportion of urban population living in slums,Nepal,Percent,58.1
2014,Proportion of urban population living in slums,Nepal,Percent,54.3
2016,Proportion of urban population living in slums,Nepal,Percent,51.0
2018,Proportion of urban population living in slums,Nepal,Percent,49.3
