Year,Series,Reference area,Age,Units,Value
2014,"Proportion of children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning",Nepal,36 to 59 months old,Percent,64.4
