Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,VC_VAW_PHYPYV,,PT,81.7
2019,VC_VAW_PHYPYV,,PT,82.0
2019,VC_VAW_PHYPYV,प्रान्त न। १,PT,87.6
2019,VC_VAW_PHYPYV,प्रान्त न। २,PT,80.6
2019,VC_VAW_PHYPYV,वाग्मती,PT,81.0
2019,VC_VAW_PHYPYV,गण्डकी,PT,83.2
2019,VC_VAW_PHYPYV,लुम्बिनी,PT,84.2
2019,VC_VAW_PHYPYV,कर्णाली,PT,79.0
2019,VC_VAW_PHYPYV,सुदूरपश्चिम,PT,75.4
