Value,Disaggregation combinations using this value,Number of indicators
0.34957,1,1
1.04849,1,1
1.81867,1,1
19.56322,1,1
2470.000,1,1
2478.058,1,1
24.94577,1,1
27.24271,1,1
29.17683,1,1
3015.976,1,1
31.05185,1,1
615.217,1,1
7.31471,1,1
7.45515,1,1
830.255,1,1
8730.000,1,1
8.7982,1,1
