Value,Disaggregation combinations using this value,Number of indicators
1.02036,1,1
10290.000,1,1
11.15361,1,1
11.652,1,1
11.86553,1,1
1230.255,1,1
19.56322,1,1
24.94577,1,1
3.08148,1,1
3138.058,1,1
3330.000,1,1
34.277,1,1
36.58188,1,1
36.9664,1,1
3795.976,1,1
5.41843,1,1
995.217,1,1
