Year,Value,Units,Series
2010,-0.6,IX,AG_FPA_CFPI
2011,-0.3,IX,AG_FPA_CFPI
2012,-0.5,IX,AG_FPA_CFPI
2013,-0.3,IX,AG_FPA_CFPI
2014,-0.4,IX,AG_FPA_CFPI
2015,0.8,IX,AG_FPA_CFPI
2016,0.1,IX,AG_FPA_CFPI
2017,-0.3,IX,AG_FPA_CFPI
2018,-0.2,IX,AG_FPA_CFPI
2019,0.5,IX,AG_FPA_CFPI
