Year,Value,Units,Series
2000,24.96921,PT,ER_PTD_FRHWTR
2001,24.96921,PT,ER_PTD_FRHWTR
2002,24.96921,PT,ER_PTD_FRHWTR
2003,24.96921,PT,ER_PTD_FRHWTR
2004,31.64045,PT,ER_PTD_FRHWTR
2005,31.64045,PT,ER_PTD_FRHWTR
2006,31.64045,PT,ER_PTD_FRHWTR
2007,31.64045,PT,ER_PTD_FRHWTR
2008,31.64045,PT,ER_PTD_FRHWTR
2009,31.64045,PT,ER_PTD_FRHWTR
2010,32.4317,PT,ER_PTD_FRHWTR
2011,32.4317,PT,ER_PTD_FRHWTR
2012,32.4317,PT,ER_PTD_FRHWTR
2013,32.4317,PT,ER_PTD_FRHWTR
2014,32.4317,PT,ER_PTD_FRHWTR
2015,32.4317,PT,ER_PTD_FRHWTR
2016,32.4317,PT,ER_PTD_FRHWTR
2017,32.4317,PT,ER_PTD_FRHWTR
2018,32.4317,PT,ER_PTD_FRHWTR
2019,32.4317,PT,ER_PTD_FRHWTR
2000,39.23486,PT,ER_PTD_TERR
2001,39.23486,PT,ER_PTD_TERR
2002,39.92667,PT,ER_PTD_TERR
2003,39.92667,PT,ER_PTD_TERR
2004,42.59517,PT,ER_PTD_TERR
2005,43.67659,PT,ER_PTD_TERR
2006,47.23697,PT,ER_PTD_TERR
2007,47.23697,PT,ER_PTD_TERR
2008,47.23697,PT,ER_PTD_TERR
2009,50.33463,PT,ER_PTD_TERR
2010,50.65442,PT,ER_PTD_TERR
2011,50.65442,PT,ER_PTD_TERR
2012,50.65442,PT,ER_PTD_TERR
2013,50.65442,PT,ER_PTD_TERR
2014,50.65442,PT,ER_PTD_TERR
2015,50.65442,PT,ER_PTD_TERR
2016,50.65748,PT,ER_PTD_TERR
2017,50.65748,PT,ER_PTD_TERR
2018,50.65748,PT,ER_PTD_TERR
2019,50.65748,PT,ER_PTD_TERR
