Year,Value,UNIT_MEASURE,SERIES
2015,2.8,PROB,SH_DTH_NCD
2018,2.34,PROB,SH_DTH_NCD
2019,2.35,PROB,SH_DTH_NCD
2020,2.15,PROB,SH_DTH_NCD
2022,1.96,PROB,SH_DTH_NCD
2015,1090.0,PER_1000000_POP,SH_DTH_NCOM
2016,1186.0,PER_1000000_POP,SH_DTH_NCOM
2017,1215.0,PER_1000000_POP,SH_DTH_NCOM
2018,1363.0,PER_1000000_POP,SH_DTH_NCOM
