Year,Value,UNIT_MEASURE,SERIES
2015,0.53,PER_1000_POP,SH_STA_POISN
2018,0.493,PER_1000_POP,SH_STA_POISN
2019,0.469,PER_1000_POP,SH_STA_POISN
2020,0.432,PER_1000_POP,SH_STA_POISN
2022,0.371,PER_1000_POP,SH_STA_POISN
