Year,Value,Units,Series
2000,11.2949750580379,PT,GR_G14_GDP
2001,11.981150174545,PT,GR_G14_GDP
2002,11.9581871279845,PT,GR_G14_GDP
2003,13.2088245525639,PT,GR_G14_GDP
2004,13.2397065913314,PT,GR_G14_GDP
2005,13.9895770220033,PT,GR_G14_GDP
2006,12.8576961810524,PT,GR_G14_GDP
2007,14.0401365563134,PT,GR_G14_GDP
2008,14.7917105286582,PT,GR_G14_GDP
2009,16.7994620379077,PT,GR_G14_GDP
2010,18.1299862554137,PT,GR_G14_GDP
2011,18.5017415775732,PT,GR_G14_GDP
2012,18.6641045554575,PT,GR_G14_GDP
2013,19.5229399488829,PT,GR_G14_GDP
2014,20.5967531932514,PT,GR_G14_GDP
2015,21.1259181456316,PT,GR_G14_GDP
2016,23.257906429021,PT,GR_G14_GDP
2017,24.4548781713341,PT,GR_G14_GDP
2018,26.5034540463562,PT,GR_G14_GDP
2019,27.3592151858698,PT,GR_G14_GDP
2000,46015.0,CUR_LCU,GR_G14_XDC
2001,52899.0,CUR_LCU,GR_G14_XDC
2002,54941.0,CUR_LCU,GR_G14_XDC
2003,65017.9,CUR_LCU,GR_G14_XDC
2004,71064.0,CUR_LCU,GR_G14_XDC
2005,82456.2,CUR_LCU,GR_G14_XDC
2006,84100.15,CUR_LCU,GR_G14_XDC
2007,102187.9,CUR_LCU,GR_G14_XDC
2008,120649.8,CUR_LCU,GR_G14_XDC
2009,166024.3,CUR_LCU,GR_G14_XDC
2010,216249.685,CUR_LCU,GR_G14_XDC
2011,252910.309,CUR_LCU,GR_G14_XDC
2012,285065.0,CUR_LCU,GR_G14_XDC
2013,330916.0,CUR_LCU,GR_G14_XDC
2014,404631.368,CUR_LCU,GR_G14_XDC
2015,450013.6554597,CUR_LCU,GR_G14_XDC
2016,524038.56580066,CUR_LCU,GR_G14_XDC
2017,654043.94460947,CUR_LCU,GR_G14_XDC
2018,803328.58749522,CUR_LCU,GR_G14_XDC
2019,947810.524,CUR_LCU,GR_G14_XDC
