Year,Value,Units,Series
2005,8170.754,NUMBER,VC_DSR_AFFCT
2006,310052.76347,NUMBER,VC_DSR_AFFCT
2007,83818.11452,NUMBER,VC_DSR_AFFCT
2008,410644.96231,NUMBER,VC_DSR_AFFCT
2009,203757.86395,NUMBER,VC_DSR_AFFCT
2010,220624.86523,NUMBER,VC_DSR_AFFCT
2011,13992.0,NUMBER,VC_DSR_AFFCT
2012,39128.0,NUMBER,VC_DSR_AFFCT
2013,27196.0,NUMBER,VC_DSR_AFFCT
2014,364259.0,NUMBER,VC_DSR_AFFCT
2015,10230262.0,NUMBER,VC_DSR_AFFCT
2016,84580.0,NUMBER,VC_DSR_AFFCT
2017,1111595.0,NUMBER,VC_DSR_AFFCT
2018,64255.0,NUMBER,VC_DSR_AFFCT
2019,183401.0,NUMBER,VC_DSR_AFFCT
2005,33.43899,PER_100000_POP,VC_DSR_DAFF
2006,1251.89777,PER_100000_POP,VC_DSR_DAFF
2007,333.89763,PER_100000_POP,VC_DSR_DAFF
2008,1613.92792,PER_100000_POP,VC_DSR_DAFF
2009,790.0857,PER_100000_POP,VC_DSR_DAFF
2010,844.02725,PER_100000_POP,VC_DSR_DAFF
2011,52.81095,PER_100000_POP,VC_DSR_DAFF
2012,145.60304,PER_100000_POP,VC_DSR_DAFF
2013,99.77493,PER_100000_POP,VC_DSR_DAFF
2014,1317.58049,PER_100000_POP,VC_DSR_DAFF
2015,36487.25668,PER_100000_POP,VC_DSR_DAFF
2016,297.48701,PER_100000_POP,VC_DSR_DAFF
2017,3856.26248,PER_100000_POP,VC_DSR_DAFF
2018,219.90928,PER_100000_POP,VC_DSR_DAFF
2019,641.06689,PER_100000_POP,VC_DSR_DAFF
2005,165.0,NUMBER,VC_DSR_IJILN
2006,5859.0,NUMBER,VC_DSR_IJILN
2007,4694.0,NUMBER,VC_DSR_IJILN
2008,1267.0,NUMBER,VC_DSR_IJILN
2009,1305.0,NUMBER,VC_DSR_IJILN
2010,581.0,NUMBER,VC_DSR_IJILN
2011,408.0,NUMBER,VC_DSR_IJILN
2012,485.0,NUMBER,VC_DSR_IJILN
2013,518.0,NUMBER,VC_DSR_IJILN
2014,479.0,NUMBER,VC_DSR_IJILN
2015,22663.0,NUMBER,VC_DSR_IJILN
2016,764.0,NUMBER,VC_DSR_IJILN
2017,737.0,NUMBER,VC_DSR_IJILN
2018,2902.0,NUMBER,VC_DSR_IJILN
2019,2452.0,NUMBER,VC_DSR_IJILN
2005,100.0,NUMBER,VC_DSR_MISS
2006,101.0,NUMBER,VC_DSR_MISS
2007,92.0,NUMBER,VC_DSR_MISS
2008,125.0,NUMBER,VC_DSR_MISS
2009,140.0,NUMBER,VC_DSR_MISS
2010,142.0,NUMBER,VC_DSR_MISS
2011,135.0,NUMBER,VC_DSR_MISS
2012,50.0,NUMBER,VC_DSR_MISS
2013,184.0,NUMBER,VC_DSR_MISS
2014,281.0,NUMBER,VC_DSR_MISS
2015,212.0,NUMBER,VC_DSR_MISS
