Year,Series,REF_AREA,SEX,AGE,Units,Value
2011,FB_BNK_ACCSS,,,Y_GE15,PT,25.31
2014,FB_BNK_ACCSS,,,Y_GE15,PT,33.8
2017,FB_BNK_ACCSS,,,Y_GE15,PT,45.39
2011,FB_BNK_ACCSS,,F,Y_GE15,PT,21.22
2014,FB_BNK_ACCSS,,F,Y_GE15,PT,31.27
2017,FB_BNK_ACCSS,,F,Y_GE15,PT,41.6
2011,FB_BNK_ACCSS,,M,Y_GE15,PT,29.56
2014,FB_BNK_ACCSS,,M,Y_GE15,PT,36.72
2017,FB_BNK_ACCSS,,M,Y_GE15,PT,49.98
