Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,SH_STA_TRAF,,PER_1000000_POP,19.86
2018,SH_STA_TRAF,,PER_1000000_POP,9.93
2019,SH_STA_TRAF,,PER_1000000_POP,8.94
2020,SH_STA_TRAF,,PER_1000000_POP,7.45
2022,SH_STA_TRAF,,PER_1000000_POP,4.96
