Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,SI_COV_BENFTS,NP1,PT,21.2
2014,SI_COV_BENFTS,NP2,PT,49.1
2014,SI_COV_BENFTS,NP3,PT,14.4
2014,SI_COV_BENFTS,NP4,PT,18.5
2014,SI_COV_BENFTS,NP5,PT,31.2
2014,SI_COV_BENFTS,NP6,PT,50.9
2014,SI_COV_BENFTS,,PT,32.5
