Year,SERIES,REF_AREA,UNIT_MEASURE,Value
1996,SI_POV_DAY1,,PT,66.0
2004,SI_POV_DAY1,,PT,49.9
2011,SI_POV_DAY1,,PT,15.0
2011,SI_POV_DAY1,NP1,PT,7.5
2011,SI_POV_DAY1,NP2,PT,15.4
2011,SI_POV_DAY1,NP3,PT,13.9
2011,SI_POV_DAY1,NP4,PT,11.1
2011,SI_POV_DAY1,NP5,PT,14.2
2011,SI_POV_DAY1,NP6,PT,27.5
2011,SI_POV_DAY1,NP7,PT,29.0
