Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,SH_DTH_NCD,,PROB,2.8
2018,SH_DTH_NCD,,PROB,2.34
2019,SH_DTH_NCD,,PROB,2.35
2020,SH_DTH_NCD,,PROB,2.15
2022,SH_DTH_NCD,,PROB,1.96
2015,SH_DTH_NCOM,,PER_1000000_POP,1090.0
2016,SH_DTH_NCOM,,PER_1000000_POP,1186.0
2017,SH_DTH_NCOM,,PER_1000000_POP,1215.0
2018,SH_DTH_NCOM,,PER_1000000_POP,1363.0
